IDUsuario;Genero;Edad
69034;M;<=25
69038;F;51-65
69041;M;26-35
69042;M;<=25
69046;F;51-65
69063;F;51-65
69073;M;36-50
69078;M;>65
69082;F;26-35
69085;F;51-65
69086;M;26-35
69087;M;>65
69089;F;36-50
69090;M;26-35
69096;F;36-50
69098;M;<=25
69114;M;36-50
69117;F;26-35
69121;M;36-50
69123;F;26-35
69142;F;51-65
69148;M;36-50
69153;F;26-35
69157;M;36-50
69180;F;36-50
69184;F;26-35
69191;F;36-50
69195;F;51-65
69197;M;26-35
69199;M;<=25
69200;F;26-35
69202;M;36-50
69204;M;51-65
69217;M;26-35
69226;M;<=25
69227;M;<=25
69231;M;36-50
69233;F;26-35
69241;M;26-35
69244;M;36-50
69252;M;<=25
69257;F;36-50
69258;F;<=25
69259;F;<=25
69271;M;36-50
69272;M;36-50
69278;M;<=25
69279;M;51-65
69280;F;36-50
69282;M;<=25
69289;F;51-65
69290;F;<=25
69293;F;26-35
69295;M;26-35
69298;M;26-35
69303;F;36-50
69305;M;<=25
69311;F;51-65
69314;M;36-50
69319;M;51-65
69323;M;<=25
69328;F;36-50
69329;M;26-35
69330;F;36-50
69334;F;<=25
69335;F;<=25
69336;M;<=25
69347;M;51-65
69362;F;51-65
69366;M;36-50
69367;F;26-35
69369;F;51-65
69371;M;<=25
69372;F;36-50
69374;M;51-65
69377;M;36-50
69381;M;51-65
69382;M;36-50
69383;F;26-35
69398;M;<=25
69403;F;>65
69415;F;36-50
69418;M;36-50
69431;F;36-50
69435;M;>65
69437;M;<=25
69438;M;26-35
69443;F;51-65
69456;M;51-65
69457;F;51-65
69458;F;51-65
69460;M;>65
69465;M;26-35
69470;M;51-65
69474;F;36-50
69475;F;<=25
69477;F;26-35
69478;F;51-65
69480;F;36-50
69481;F;36-50
69484;M;51-65
69488;F;51-65
69489;F;36-50
69490;M;36-50
69498;M;<=25
69505;M;26-35
69506;M;36-50
69512;F;36-50
69516;M;<=25
69518;F;26-35
69526;M;26-35
69527;M;36-50
69536;M;26-35
69543;M;>65
69555;M;<=25
69567;F;26-35
69568;M;51-65
69571;F;36-50
69574;F;51-65
69584;F;36-50
69587;F;<=25
69588;F;51-65
69601;M;51-65
69628;M;<=25
69635;F;51-65
69636;F;51-65
69641;M;<=25
69644;M;36-50
69650;M;36-50
69651;F;26-35
69654;F;51-65
69659;M;26-35
69672;M;>65
69674;M;36-50
69677;M;51-65
69680;M;36-50
69681;F;36-50
69689;F;36-50
69695;M;36-50
69696;M;36-50
69698;F;51-65
69700;M;26-35
69703;F;51-65
69704;F;<=25
69708;F;36-50
69709;M;<=25
69714;M;51-65
69717;M;<=25
69734;F;26-35
69743;M;<=25
69748;F;26-35
69750;F;<=25
69755;F;51-65
69756;M;36-50
69761;M;<=25
69770;F;51-65
69772;M;36-50
69775;M;36-50
69777;M;51-65
69778;M;26-35
69796;M;36-50
69801;M;36-50
69803;M;51-65
69806;F;26-35
69813;M;36-50
69819;F;36-50
69827;M;36-50
69829;M;36-50
69833;M;51-65
69844;F;26-35
69846;F;51-65
69850;M;26-35
69853;M;51-65
69856;F;26-35
69867;F;<=25
69879;M;26-35
69880;M;<=25
69884;F;36-50
69887;F;36-50
69888;F;36-50
69889;F;36-50
69890;M;36-50
69891;M;36-50
69897;M;51-65
69900;F;<=25
69908;M;51-65
69909;F;51-65
69914;M;<=25
69915;M;36-50
69917;M;>65
69925;F;36-50
69935;M;36-50
69944;F;36-50
69945;F;51-65
69946;M;51-65
69947;M;36-50
69948;M;51-65
69954;M;51-65
69956;M;36-50
69959;M;36-50
69961;F;26-35
69963;F;26-35
69966;F;36-50
69970;M;26-35
69979;M;51-65
69980;M;26-35
69981;M;51-65
69983;M;51-65
69989;M;36-50
69990;M;36-50
69993;M;36-50
69996;M;26-35
69999;F;36-50
70002;M;51-65
70008;F;51-65
70009;M;26-35
70015;M;51-65
70017;M;36-50
70018;F;26-35
70019;F;26-35
70024;M;26-35
70025;M;36-50
70027;M;51-65
70030;M;36-50
70036;M;51-65
70040;F;36-50
70047;M;51-65
70053;M;>65
70056;F;36-50
70057;M;51-65
70058;M;51-65
70059;F;26-35
70062;M;26-35
70067;F;51-65
70075;M;>65
70077;M;36-50
70079;M;36-50
70082;F;36-50
70083;F;36-50
70086;M;36-50
70089;F;36-50
70091;F;36-50
70094;M;<=25
70095;F;36-50
70097;M;26-35
70098;M;26-35
70099;M;<=25
70100;M;36-50
70102;F;51-65
70107;F;36-50
70110;M;36-50
70111;M;36-50
70112;M;>65
70118;F;51-65
70122;F;36-50
70123;M;36-50
70125;M;51-65
70131;F;26-35
70134;F;26-35
70135;M;36-50
70139;M;26-35
70144;M;51-65
70145;M;36-50
70146;M;<=25
70147;F;51-65
70148;M;26-35
70152;M;51-65
70153;F;36-50
70157;F;36-50
70162;F;36-50
70166;M;36-50
70167;M;<=25
70169;F;26-35
70172;M;36-50
70174;F;26-35
70181;F;36-50
70182;M;>65
70183;M;>65
70185;M;51-65
70193;F;26-35
70195;M;26-35
70197;M;26-35
70198;M;51-65
70199;F;26-35
70202;F;<=25
70203;M;<=25
70209;F;36-50
70211;M;36-50
70212;F;51-65
70213;F;36-50
70215;M;51-65
70218;F;36-50
70226;M;51-65
70230;F;36-50
70231;M;36-50
70233;M;36-50
70234;M;36-50
70235;F;36-50
70238;M;36-50
70239;F;36-50
70243;F;36-50
70248;M;26-35
70250;M;51-65
70252;M;36-50
70256;M;26-35
70260;M;36-50
70262;M;<=25
70266;M;26-35
70268;M;36-50
70274;M;26-35
70278;F;51-65
70279;F;51-65
70300;M;<=25
70301;F;26-35
70305;M;26-35
70307;M;36-50
70319;F;36-50
70321;M;<=25
70322;M;>65
70323;M;36-50
70328;M;26-35
70337;M;36-50
70338;M;51-65
70339;F;36-50
70340;F;51-65
70355;M;<=25
70356;M;26-35
70357;M;36-50
70363;M;<=25
70367;M;26-35
70371;M;26-35
70372;F;36-50
70373;F;51-65
70374;M;<=25
70378;M;36-50
70385;M;<=25
70392;F;36-50
70403;M;<=25
70413;M;36-50
70414;F;36-50
70431;F;51-65
70432;F;36-50
70436;F;26-35
70439;M;51-65
70442;M;26-35
70446;F;36-50
70458;M;<=25
70468;M;36-50
70470;M;26-35
70479;M;36-50
70480;F;36-50
70482;F;26-35
70484;M;36-50
70488;M;>65
70502;F;26-35
70503;M;26-35
70504;F;36-50
70507;F;36-50
70512;M;>65
70515;M;36-50
70520;M;>65
70522;F;26-35
70523;M;36-50
70532;M;51-65
70537;M;26-35
70539;F;36-50
70545;M;26-35
70546;F;26-35
70547;F;<=25
70556;M;26-35
70557;M;51-65
70559;M;36-50
70561;M;26-35
70562;M;<=25
70564;F;36-50
70572;F;36-50
70577;M;26-35
70578;M;26-35
70581;M;<=25
70587;F;26-35
70599;F;36-50
70609;F;26-35
70616;M;<=25
70617;F;51-65
70618;M;<=25
70619;F;36-50
70624;M;26-35
70630;M;36-50
70633;M;51-65
70637;F;36-50
70640;M;>65
70644;M;51-65
70648;M;51-65
70651;F;51-65
70652;F;36-50
70656;F;51-65
70673;M;36-50
70674;M;26-35
70678;F;51-65
70679;M;<=25
70690;F;36-50
70698;F;36-50
70710;M;36-50
70713;M;36-50
70715;F;26-35
70723;M;51-65
70724;M;26-35
70730;M;51-65
70732;M;36-50
70746;M;26-35
70749;M;<=25
70753;M;<=25
70754;M;<=25
70755;M;<=25
70756;M;<=25
70757;M;36-50
70761;M;>65
70762;M;36-50
70764;F;26-35
70773;F;36-50
70778;M;51-65
70779;F;51-65
70780;F;36-50
70781;F;51-65
70787;M;36-50
70795;F;<=25
70812;M;<=25
70813;F;26-35
70822;M;36-50
70823;M;26-35
70826;M;36-50
70836;M;51-65
70842;M;26-35
70843;F;26-35
70846;M;51-65
70847;M;36-50
70851;F;26-35
70856;F;26-35
70857;F;36-50
70863;M;<=25
70865;M;36-50
70868;F;26-35
70880;M;51-65
70882;M;36-50
70883;F;26-35
70888;M;36-50
70897;F;<=25
70899;F;51-65
70908;F;36-50
70912;F;36-50
70914;M;51-65
70916;M;36-50
70922;F;26-35
70928;M;51-65
70930;M;26-35
70931;M;26-35
70934;F;<=25
70938;M;51-65
70943;M;36-50
70949;M;26-35
70951;M;26-35
70960;M;36-50
70964;F;<=25
70966;F;51-65
70968;F;51-65
70969;M;26-35
70975;M;<=25
70981;F;26-35
70987;M;51-65
70988;M;26-35
70991;M;36-50
70992;F;26-35
70994;F;26-35
70995;F;36-50
71005;M;26-35
71010;F;<=25
71014;M;36-50
71019;M;<=25
71020;F;36-50
71021;M;<=25
71035;M;26-35
71037;F;51-65
71038;M;<=25
71041;F;26-35
71042;M;51-65
71044;F;36-50
71053;F;36-50
71061;M;36-50
71062;M;36-50
71064;F;26-35
71069;M;36-50
71083;F;36-50
71093;M;36-50
71097;M;51-65
71098;F;36-50
71099;M;51-65
71101;M;>65
71105;M;51-65
71108;F;51-65
71120;M;51-65
71122;M;26-35
71123;M;<=25
71129;M;51-65
71133;F;<=25
71135;M;26-35
71137;M;51-65
71141;M;36-50
71144;M;51-65
71148;M;36-50
71150;M;>65
71151;F;<=25
71154;F;51-65
71155;F;36-50
71157;M;36-50
71160;F;<=25
71161;F;51-65
71162;M;51-65
71170;M;51-65
71173;M;36-50
71176;M;36-50
71178;M;<=25
71180;F;36-50
71181;M;51-65
71183;M;<=25
71184;M;36-50
71186;F;51-65
71192;M;<=25
71196;M;51-65
71202;M;26-35
71207;M;51-65
71212;M;26-35
71213;M;36-50
71216;F;36-50
71221;F;36-50
71222;F;51-65
71226;M;51-65
71227;M;36-50
71228;M;26-35
71233;F;26-35
71238;F;36-50
71243;M;<=25
71245;F;36-50
71251;M;<=25
71253;F;26-35
71269;M;51-65
71273;F;<=25
71275;M;26-35
71276;M;36-50
71277;M;51-65
71282;M;26-35
71285;M;<=25
71287;M;36-50
71298;M;<=25
71299;F;36-50
71301;M;26-35
71302;M;26-35
71304;M;36-50
71306;M;>65
71311;F;36-50
71315;F;51-65
71317;M;36-50
71323;F;51-65
71324;M;36-50
71325;M;36-50
71328;M;51-65
71334;M;36-50
71337;M;<=25
71340;M;36-50
71342;F;36-50
71345;F;36-50
71349;F;51-65
71351;M;<=25
71352;F;51-65
71356;F;26-35
71357;M;51-65
71360;M;51-65
71362;F;51-65
71363;F;26-35
71366;M;36-50
71368;F;36-50
71371;F;<=25
71373;M;51-65
71374;F;51-65
71378;F;36-50
71383;M;36-50
71384;M;>65
71385;M;36-50
71386;F;36-50
71387;M;<=25
71389;M;<=25
71392;M;51-65
71393;M;51-65
71398;M;26-35
71407;M;36-50
71414;M;26-35
71418;M;36-50
71419;F;36-50
71424;F;<=25
71429;F;36-50
71430;F;51-65
71439;M;51-65
71447;F;36-50
71454;M;51-65
71456;M;<=25
71458;M;<=25
71460;M;51-65
71470;F;26-35
71474;M;36-50
71478;M;51-65
71480;M;36-50
71486;M;>65
71501;M;<=25
71514;M;36-50
71526;M;36-50
71528;M;51-65
71532;M;51-65
71533;F;26-35
71535;F;36-50
71545;M;26-35
71549;F;<=25
71550;M;36-50
71555;M;36-50
71568;F;26-35
71571;M;<=25
71576;M;<=25
71586;F;51-65
71588;F;36-50
71591;M;51-65
71592;F;26-35
71595;M;51-65
71596;M;36-50
71597;M;36-50
71599;F;36-50
71601;M;36-50
71605;M;36-50
71613;M;>65
71621;M;51-65
71625;M;36-50
71626;M;51-65
71628;M;51-65
71634;M;26-35
71635;M;>65
71643;M;26-35
71645;M;36-50
71653;F;36-50
71669;F;51-65
71670;M;>65
71672;M;51-65
71673;M;51-65
71680;M;51-65
71681;M;36-50
71682;M;36-50
71683;F;51-65
71686;M;26-35
71687;F;36-50
71688;F;36-50
71692;M;<=25
71693;F;<=25
71695;F;26-35
71698;M;51-65
71701;M;26-35
71705;F;36-50
71708;M;36-50
71711;M;26-35
71713;M;<=25
71722;M;51-65
71723;M;<=25
71728;F;26-35
71730;M;<=25
71745;F;36-50
71750;F;36-50
71754;M;<=25
71758;F;36-50
71761;M;36-50
71762;F;36-50
71763;M;36-50
71764;M;26-35
71765;M;26-35
71773;F;26-35
71775;M;36-50
71776;M;36-50
71778;M;36-50
71780;F;26-35
71781;M;51-65
71782;F;36-50
71785;M;36-50
71789;M;36-50
71792;M;36-50
71796;M;51-65
71797;M;36-50
71810;M;36-50
71814;M;51-65
71818;M;<=25
71824;M;36-50
71825;M;51-65
71833;M;51-65
71837;M;<=25
71839;M;26-35
71841;M;36-50
71842;F;51-65
71845;M;<=25
71846;M;51-65
71847;F;51-65
71848;F;<=25
71849;M;51-65
71855;F;36-50
71863;F;<=25
71868;F;36-50
71880;F;51-65
71884;M;>65
71892;M;<=25
71894;M;26-35
71895;F;51-65
71908;M;51-65
71915;M;<=25
71918;M;36-50
71922;M;<=25
71926;M;36-50
71927;M;51-65
71928;M;26-35
71933;F;<=25
71934;F;51-65
71946;F;36-50
71953;M;>65
71958;M;36-50
71959;F;26-35
71960;M;<=25
71963;F;26-35
71964;F;36-50
71968;M;>65
71976;F;<=25
71977;M;36-50
71980;F;36-50
71992;M;<=25
71995;F;36-50
71996;F;26-35
71997;F;26-35
72007;F;36-50
72014;M;<=25
72021;F;51-65
72023;M;51-65
72025;M;26-35
72040;M;36-50
72044;M;26-35
72048;M;51-65
72058;M;<=25
72059;M;36-50
72064;F;51-65
72070;M;36-50
72072;F;<=25
72077;M;51-65
72080;F;51-65
72081;M;51-65
72084;M;36-50
72106;F;26-35
72107;M;26-35
72108;M;36-50
72119;M;26-35
72126;F;26-35
72137;M;51-65
72139;F;<=25
72144;F;51-65
72145;M;36-50
72148;M;26-35
72149;F;51-65
72151;M;51-65
72152;M;51-65
72164;F;<=25
72167;M;51-65
72175;M;26-35
72176;M;36-50
72178;M;51-65
72181;M;36-50
72185;M;51-65
72187;F;<=25
72190;M;<=25
72193;M;26-35
72203;M;51-65
72204;F;26-35
72215;F;51-65
72216;F;26-35
72222;M;36-50
72223;F;36-50
72227;F;36-50
72228;F;<=25
72235;F;<=25
72236;F;51-65
72241;M;36-50
72244;M;51-65
72248;M;<=25
72249;M;26-35
72252;F;51-65
72256;F;26-35
72278;M;<=25
72281;M;36-50
72282;M;51-65
72283;M;51-65
72284;F;36-50
72285;M;51-65
72299;M;26-35
72300;M;26-35
72301;M;36-50
72302;M;<=25
72309;M;26-35
72316;M;36-50
72323;F;26-35
72325;M;51-65
72327;M;51-65
72332;F;36-50
72333;F;51-65
72335;F;36-50
72336;F;<=25
72338;M;51-65
72345;F;36-50
72349;M;<=25
72357;M;36-50
72359;M;<=25
72371;M;51-65
72377;M;36-50
72379;F;51-65
72383;F;26-35
72385;M;51-65
72396;F;36-50
72397;F;36-50
72414;F;<=25
72423;M;<=25
72424;M;36-50
72430;M;36-50
72431;M;36-50
72432;F;26-35
72433;M;51-65
72437;M;36-50
72439;M;26-35
72447;F;36-50
72457;F;36-50
72463;M;51-65
72468;M;51-65
72470;M;36-50
72472;M;36-50
72477;M;26-35
72481;F;<=25
72483;M;51-65
72492;M;36-50
72494;F;36-50
72498;M;36-50
72499;F;<=25
72501;M;51-65
72519;M;36-50
72521;F;26-35
72522;M;26-35
72531;F;26-35
72533;M;36-50
72537;F;<=25
72538;F;26-35
72543;M;36-50
72546;F;26-35
72547;F;51-65
72550;F;<=25
72552;M;36-50
72553;F;36-50
72555;M;36-50
72557;M;26-35
72563;M;26-35
72567;M;26-35
72571;M;26-35
72573;M;<=25
72575;M;36-50
72576;M;36-50
72578;F;51-65
72580;M;<=25
72581;M;>65
72589;F;26-35
72595;M;36-50
72599;M;26-35
72600;F;36-50
72601;F;26-35
72603;M;36-50
72606;M;36-50
72612;M;36-50
72613;F;36-50
72614;F;51-65
72623;M;36-50
72625;M;51-65
72629;M;26-35
72630;F;36-50
72636;M;<=25
72641;F;36-50
72643;F;36-50
72648;M;51-65
72650;M;36-50
72654;F;<=25
72657;M;<=25
72662;M;26-35
72663;F;<=25
72670;F;36-50
72674;F;51-65
72679;M;36-50
72685;F;36-50
72686;M;26-35
72687;F;36-50
72692;M;36-50
72697;F;26-35
72698;F;<=25
72699;M;26-35
72702;F;26-35
72705;M;36-50
72708;M;26-35
72715;M;36-50
72722;F;36-50
72729;M;<=25
72730;M;<=25
72735;F;36-50
72737;M;<=25
72741;F;51-65
72749;M;<=25
72751;M;36-50
72765;M;<=25
72767;M;<=25
72775;F;36-50
72786;F;26-35
72787;F;26-35
72790;M;51-65
72791;F;51-65
72793;F;51-65
72796;F;26-35
72803;F;51-65
72804;M;<=25
72819;M;<=25
72820;M;<=25
72823;F;26-35
72824;F;36-50
72825;M;<=25
72830;F;51-65
72853;M;>65
72856;M;51-65
72863;M;36-50
72868;F;51-65
72890;F;26-35
72903;F;26-35
72904;M;<=25
72912;M;36-50
72913;M;<=25
72915;M;36-50
72919;M;51-65
72936;F;<=25
72937;M;36-50
72940;M;<=25
72941;M;26-35
72960;M;51-65
72964;M;<=25
72975;F;26-35
72990;M;<=25
72997;M;<=25
72998;M;36-50
73002;M;51-65
73006;M;36-50
73011;F;36-50
73017;M;<=25
73021;M;<=25
73026;M;36-50
73027;M;26-35
73029;M;26-35
73034;M;36-50
73040;F;26-35
73051;F;26-35
73054;M;>65
73060;F;36-50
73061;M;26-35
73062;M;36-50
73063;F;26-35
73064;F;36-50
73066;F;36-50
73071;M;51-65
73072;M;51-65
73074;F;51-65
73075;F;26-35
73077;M;<=25
73078;M;36-50
73086;M;<=25
73091;M;36-50
73093;M;26-35
73099;F;<=25
73110;M;26-35
73111;M;36-50
73112;F;36-50
73113;M;26-35
73124;M;26-35
73127;M;<=25
73128;F;<=25
73130;F;36-50
73135;M;36-50
73137;M;51-65
73139;F;36-50
73143;F;51-65
73145;F;36-50
73151;M;36-50
73153;M;26-35
73155;M;36-50
73158;M;36-50
73165;M;36-50
73167;F;26-35
73179;M;26-35
73182;F;36-50
73185;F;26-35
73193;M;36-50
73195;M;<=25
73196;M;26-35
73199;M;26-35
73205;M;51-65
73207;M;36-50
73224;M;<=25
73230;F;36-50
73233;M;<=25
73236;M;<=25
73238;F;36-50
73242;F;51-65
73246;F;36-50
73248;F;51-65
73254;F;36-50
73255;M;26-35
73257;M;51-65
73264;M;36-50
73265;F;26-35
73270;M;<=25
73275;M;<=25
73276;F;36-50
73278;F;51-65
73283;F;26-35
73287;F;51-65
73292;M;51-65
73303;M;<=25
73305;F;36-50
73311;M;36-50
73312;M;51-65
73315;F;36-50
73316;M;<=25
73325;F;36-50
73329;F;<=25
73340;M;<=25
73350;M;36-50
73351;F;36-50
73367;F;<=25
73369;F;26-35
73371;M;51-65
73374;F;<=25
73377;F;51-65
73382;M;<=25
73384;M;51-65
73387;M;<=25
73399;M;<=25
73401;M;<=25
73412;M;>65
73417;F;36-50
73419;M;36-50
73420;F;36-50
73422;M;<=25
73435;M;36-50
73436;F;26-35
73438;F;51-65
73440;F;26-35
73441;F;51-65
73442;M;26-35
73443;M;51-65
73445;M;36-50
73451;M;>65
73453;F;51-65
73456;F;51-65
73457;F;36-50
73464;M;<=25
73466;M;36-50
73467;M;36-50
73469;F;<=25
73473;M;<=25
73476;M;36-50
73482;F;26-35
73488;M;26-35
73496;F;51-65
73502;M;51-65
73503;M;<=25
73504;M;<=25
73507;M;51-65
73509;F;26-35
73510;M;26-35
73512;M;36-50
73517;F;26-35
73527;M;<=25
73532;M;<=25
73533;M;51-65
73534;F;36-50
73538;M;26-35
73541;M;51-65
73544;M;<=25
73548;F;36-50
73549;F;36-50
73554;M;<=25
73556;M;>65
73558;M;26-35
73569;M;36-50
73578;F;36-50
73586;M;36-50
73610;M;36-50
73611;M;26-35
73613;M;36-50
73615;M;<=25
73622;M;<=25
73623;F;<=25
73628;F;51-65
73631;F;51-65
73636;M;<=25
73637;M;51-65
73639;M;36-50
73643;M;<=25
73648;M;26-35
73649;F;<=25
73655;M;<=25
73664;M;26-35
73669;M;51-65
73696;M;26-35
73698;F;26-35
73701;F;36-50
73704;F;51-65
73707;M;36-50
73708;F;26-35
73712;M;36-50
73716;M;<=25
73721;F;26-35
73722;F;26-35
73726;M;>65
73727;M;26-35
73729;M;51-65
73731;M;36-50
73732;F;<=25
73733;M;36-50
73734;M;36-50
73740;M;36-50
73746;M;<=25
73748;M;36-50
73751;M;36-50
73755;M;>65
73759;M;26-35
73760;F;26-35
73761;F;26-35
73769;M;36-50
73770;F;36-50
73771;M;>65
73773;M;<=25
73774;M;<=25
73775;M;26-35
73783;F;<=25
73788;M;<=25
73793;M;51-65
73795;F;<=25
73799;M;<=25
73808;M;<=25
73810;F;<=25
73813;M;51-65
73814;M;>65
73815;F;36-50
73818;F;51-65
73819;M;26-35
73821;M;<=25
73826;M;36-50
73828;M;51-65
73836;M;51-65
73838;M;<=25
73839;F;26-35
73846;M;51-65
73856;M;36-50
73857;M;51-65
73859;M;<=25
73860;M;51-65
73864;M;36-50
73869;F;51-65
73872;F;36-50
73873;M;26-35
73876;F;36-50
73878;M;26-35
73879;M;<=25
73882;F;26-35
73887;M;36-50
73897;F;26-35
73902;M;<=25
73904;F;36-50
73905;F;<=25
73909;F;36-50
73924;M;<=25
73926;M;36-50
73929;F;51-65
73930;M;<=25
73931;M;51-65
73947;M;36-50
73951;M;36-50
73953;M;>65
73958;M;51-65
73960;M;51-65
73962;F;<=25
73963;F;26-35
73965;M;36-50
73967;M;26-35
73968;M;<=25
73973;M;>65
73976;F;36-50
73984;M;51-65
73985;F;36-50
73991;F;<=25
73996;F;36-50
73997;F;36-50
74004;F;<=25
74006;M;51-65
74011;M;36-50
74012;M;>65
74017;F;26-35
74035;M;36-50
74036;M;51-65
74041;F;36-50
74042;M;36-50
74044;F;26-35
74046;M;36-50
74047;M;36-50
74079;M;51-65
74080;M;36-50
74088;M;26-35
74089;M;<=25
74104;M;26-35
74113;F;<=25
74114;M;51-65
74121;F;36-50
74124;M;<=25
74129;F;51-65
74130;M;36-50
74131;F;36-50
74132;M;26-35
74135;M;51-65
74137;M;51-65
74143;F;36-50
74144;F;36-50
74147;F;36-50
74148;M;<=25
74150;M;26-35
74160;M;<=25
74163;M;26-35
74164;F;51-65
74166;M;<=25
74170;M;<=25
74171;M;51-65
74179;M;51-65
74184;M;36-50
74195;M;36-50
74196;M;26-35
74198;F;26-35
74203;M;36-50
74204;M;36-50
74205;M;36-50
74206;M;36-50
74207;F;26-35
74211;M;<=25
74213;F;51-65
74224;F;26-35
74225;F;26-35
74232;F;<=25
74233;M;36-50
74235;M;26-35
74236;M;36-50
74239;M;26-35
74240;M;<=25
74242;M;<=25
74245;F;26-35
74250;M;51-65
74255;M;<=25
74257;F;36-50
74263;M;26-35
74264;F;36-50
74267;F;26-35
74275;F;36-50
74277;M;<=25
74278;M;36-50
74279;F;36-50
74281;M;51-65
74282;F;<=25
74283;F;36-50
74286;M;26-35
74287;M;51-65
74289;M;36-50
74290;M;<=25
74291;F;36-50
74293;F;36-50
74294;F;<=25
74295;F;36-50
74298;F;<=25
74306;M;51-65
74309;M;26-35
74312;F;36-50
74323;M;36-50
74326;M;26-35
74327;M;51-65
74328;M;36-50
74332;F;36-50
74334;M;26-35
74336;F;<=25
74341;M;26-35
74345;M;51-65
74354;M;<=25
74357;M;36-50
74362;F;26-35
74366;F;36-50
74369;F;36-50
74370;F;<=25
74373;F;51-65
74374;F;26-35
74375;M;51-65
74378;F;<=25
74379;F;<=25
74381;M;36-50
74386;M;36-50
74389;F;51-65
74394;F;36-50
74396;M;36-50
74405;M;36-50
74408;M;36-50
74410;M;26-35
74411;M;<=25
74414;M;26-35
74415;M;51-65
74419;F;51-65
74420;M;51-65
74421;M;26-35
74424;M;51-65
74425;F;51-65
74427;M;<=25
74430;F;26-35
74442;F;26-35
74445;M;<=25
74449;M;36-50
74450;F;51-65
74452;F;<=25
74453;M;26-35
74459;F;36-50
74460;M;36-50
74465;M;<=25
74468;F;36-50
74472;M;>65
74475;M;26-35
74476;F;26-35
74483;F;<=25
74484;F;26-35
74485;M;36-50
74491;M;51-65
74492;M;26-35
74502;F;26-35
74508;M;36-50
74516;M;<=25
74532;F;36-50
74534;M;36-50
74538;F;36-50
74542;F;26-35
74545;F;26-35
74549;M;51-65
74550;M;26-35
74553;M;36-50
74557;M;26-35
74563;M;51-65
74564;M;51-65
74566;M;51-65
74568;M;26-35
74587;M;36-50
74590;F;26-35
74595;M;26-35
74597;F;26-35
74599;M;26-35
74602;M;36-50
74604;M;36-50
74605;M;26-35
74606;M;51-65
74609;M;36-50
74617;F;26-35
74619;M;26-35
74628;M;36-50
74629;M;36-50
74631;M;51-65
74638;M;26-35
74655;M;36-50
74658;M;36-50
74660;F;26-35
74663;M;26-35
74665;M;26-35
74667;M;36-50
74675;M;51-65
74676;F;51-65
74681;M;51-65
74685;F;26-35
74692;M;36-50
74705;M;51-65
74707;M;26-35
74717;F;36-50
74718;F;26-35
74720;F;36-50
74721;M;36-50
74722;F;36-50
74744;M;26-35
74753;M;36-50
74757;M;>65
74769;F;26-35
74773;F;51-65
74778;M;51-65
74779;M;<=25
74784;M;<=25
74786;M;51-65
74788;M;<=25
74789;M;51-65
74795;F;<=25
74802;M;<=25
74805;M;51-65
74813;M;36-50
74814;M;<=25
74818;M;51-65
74819;M;<=25
74822;M;26-35
74829;M;<=25
74830;M;26-35
74831;F;26-35
74832;F;36-50
74835;M;51-65
74837;F;51-65
74838;M;51-65
74846;M;51-65
74847;M;36-50
74851;M;51-65
74852;M;36-50
74856;F;36-50
74858;M;26-35
74859;M;26-35
74860;M;<=25
74861;M;36-50
74866;M;51-65
74871;M;51-65
74875;M;51-65
74876;M;>65
74879;M;26-35
74882;F;36-50
74883;M;<=25
74884;M;51-65
74887;M;36-50
74888;M;<=25
74891;F;51-65
74893;M;26-35
74902;M;36-50
74905;M;36-50
74914;M;<=25
74916;M;26-35
74917;M;36-50
74921;M;<=25
74922;M;26-35
74926;F;26-35
74927;F;51-65
74928;M;<=25
74930;F;36-50
74931;F;<=25
74937;M;36-50
74940;F;51-65
74944;F;26-35
74948;M;<=25
74949;F;26-35
74951;M;>65
74953;F;51-65
74954;M;36-50
74958;M;<=25
74959;F;<=25
74960;F;<=25
74965;F;<=25
74967;M;51-65
74968;M;36-50
74973;F;<=25
74981;F;26-35
74984;M;<=25
74985;F;36-50
74988;F;26-35
74995;M;<=25
75001;F;26-35
75002;M;51-65
75007;M;51-65
75015;M;36-50
75021;M;36-50
75023;M;>65
75027;F;26-35
75029;M;26-35
75032;M;26-35
75033;F;36-50
75039;M;51-65
75041;M;36-50
75046;M;36-50
75049;F;26-35
75050;F;<=25
75051;M;51-65
75055;F;36-50
75056;M;36-50
75058;F;51-65
75066;F;26-35
75072;F;26-35
75073;M;36-50
75075;M;51-65
75076;M;>65
75079;M;36-50
75082;F;36-50
75090;F;51-65
75093;F;36-50
75095;M;36-50
75096;M;36-50
75097;M;51-65
75102;M;26-35
75103;F;36-50
75104;F;26-35
75106;M;26-35
75107;M;36-50
75113;M;<=25
75115;M;<=25
75120;M;26-35
75123;M;36-50
75127;M;<=25
75130;M;<=25
75133;F;51-65
75135;M;26-35
75136;F;51-65
75140;M;<=25
75147;M;<=25
75148;M;26-35
75157;M;26-35
75164;M;26-35
75170;M;26-35
75173;M;36-50
75179;F;36-50
75189;F;26-35
75197;M;<=25
75200;M;>65
75201;F;36-50
75207;F;26-35
75209;M;<=25
75210;M;51-65
75216;M;36-50
75219;M;<=25
75224;F;36-50
75229;M;36-50
75235;M;51-65
75237;M;51-65
75238;M;<=25
75239;M;36-50
75240;F;<=25
75241;M;51-65
75244;M;36-50
75248;M;51-65
75251;M;<=25
75252;F;51-65
75253;M;36-50
75255;M;<=25
75267;M;<=25
75269;M;<=25
75271;M;>65
75272;M;<=25
75273;F;26-35
75274;M;51-65
