IDUsuario;Genero;Edad
60708;M;>65
60717;F;51-65
60725;F;36-50
60731;M;51-65
60742;F;26-35
60743;F;51-65
60744;F;36-50
60748;F;26-35
60750;M;26-35
60756;M;26-35
60769;F;26-35
60771;M;36-50
60773;F;36-50
60782;M;>65
60786;F;26-35
60796;F;36-50
60798;M;26-35
60803;F;36-50
60810;M;51-65
60816;M;36-50
60818;M;>65
60820;M;51-65
60822;M;26-35
60837;F;51-65
60842;M;51-65
60846;M;26-35
60847;M;51-65
60850;M;26-35
60853;M;51-65
60864;M;36-50
60869;M;<=25
60875;F;36-50
60882;M;36-50
60886;M;51-65
60890;M;51-65
60894;F;26-35
60908;M;36-50
60938;M;51-65
60946;F;26-35
60948;M;<=25
60949;M;51-65
60950;M;>65
60955;M;51-65
60957;M;51-65
60958;F;26-35
60969;F;36-50
60979;M;26-35
60983;M;51-65
60988;F;26-35
60997;M;36-50
60999;F;26-35
61001;M;26-35
61012;M;<=25
61013;F;51-65
61014;F;36-50
61028;M;36-50
61033;M;26-35
61034;F;36-50
61035;F;51-65
61040;M;36-50
61047;F;36-50
61050;F;36-50
61061;F;<=25
61066;F;36-50
61073;M;26-35
61074;M;36-50
61075;F;51-65
61077;M;36-50
61083;M;36-50
61085;F;36-50
61086;M;36-50
61089;F;51-65
61091;F;51-65
61099;M;36-50
61113;F;26-35
61120;M;51-65
61123;F;26-35
61167;M;<=25
61169;M;>65
61171;M;<=25
61180;M;51-65
61181;M;51-65
61189;F;51-65
61194;F;<=25
61195;M;26-35
61203;M;51-65
61207;M;<=25
61228;M;51-65
61235;M;<=25
61264;M;51-65
61337;F;51-65
61342;F;26-35
61346;M;26-35
61348;M;36-50
61349;M;36-50
61357;M;51-65
61366;M;51-65
61373;M;36-50
61377;M;<=25
61382;F;26-35
61389;M;36-50
61401;M;36-50
61404;F;26-35
61408;F;36-50
61410;F;36-50
61411;M;26-35
61426;M;36-50
61428;F;26-35
61436;M;36-50
61437;F;51-65
61443;M;36-50
61444;F;36-50
61451;F;36-50
61456;M;51-65
61463;M;51-65
61465;M;>65
61466;M;36-50
61472;F;26-35
61473;M;36-50
61478;M;51-65
61483;F;26-35
61487;M;<=25
61488;M;36-50
61495;M;26-35
61496;F;26-35
61498;F;26-35
61507;M;36-50
61515;F;36-50
61517;M;<=25
61520;F;36-50
61529;M;<=25
61537;M;51-65
61539;M;26-35
61540;M;36-50
61542;F;36-50
61544;F;26-35
61546;M;26-35
61560;M;36-50
61566;M;51-65
61585;F;51-65
61593;F;36-50
61596;M;<=25
61597;M;36-50
61604;M;26-35
61605;M;36-50
61607;F;36-50
61611;F;<=25
61620;M;51-65
61622;M;36-50
61626;M;51-65
61629;M;51-65
61631;F;36-50
61632;M;51-65
61635;M;36-50
61642;M;>65
61652;F;36-50
61659;M;51-65
61660;M;<=25
61662;F;36-50
61667;M;26-35
61669;F;36-50
61688;F;36-50
61690;M;36-50
61695;M;36-50
61702;M;26-35
61703;M;51-65
61704;M;26-35
61707;F;36-50
61722;M;>65
61726;M;36-50
61731;M;>65
61754;F;51-65
61757;F;36-50
61763;M;>65
61765;F;<=25
61766;F;36-50
61772;M;51-65
61774;F;36-50
61785;F;26-35
61789;M;36-50
61804;F;51-65
61807;M;<=25
61812;M;26-35
61818;M;26-35
61823;M;51-65
61824;M;51-65
61834;M;<=25
61838;M;26-35
61841;F;36-50
61849;M;36-50
61855;M;36-50
61862;M;36-50
61870;F;26-35
61871;F;26-35
61875;F;36-50
61879;F;<=25
61887;M;51-65
61890;F;51-65
61891;F;36-50
61892;M;>65
61899;F;<=25
61900;F;26-35
61904;M;51-65
61908;F;51-65
61910;M;<=25
61912;M;51-65
61929;M;>65
61935;F;26-35
61936;M;<=25
61940;M;36-50
61943;M;51-65
61945;M;36-50
61951;F;26-35
61958;M;26-35
61959;M;36-50
61976;M;51-65
61979;M;36-50
61991;M;<=25
61997;F;51-65
62001;M;36-50
62009;F;26-35
62011;F;26-35
62018;M;<=25
62021;F;26-35
62023;M;51-65
62030;M;36-50
62034;F;36-50
62035;F;26-35
62044;F;>65
62047;M;36-50
62049;M;36-50
62055;F;51-65
62056;M;26-35
62063;M;36-50
62065;M;36-50
62069;F;<=25
62071;M;51-65
62072;F;<=25
62076;M;51-65
62082;F;36-50
62083;M;36-50
62095;M;51-65
62102;M;36-50
62105;F;26-35
62112;F;26-35
62116;F;51-65
62125;F;51-65
62132;F;<=25
62135;M;36-50
62140;M;36-50
62145;M;<=25
62152;M;26-35
62153;M;51-65
62154;M;<=25
62155;M;36-50
62156;M;51-65
62160;M;51-65
62165;M;36-50
62166;M;36-50
62172;F;36-50
62175;M;<=25
62202;F;36-50
62204;M;26-35
62206;M;36-50
62207;M;36-50
62208;M;51-65
62221;M;36-50
62229;F;36-50
62230;F;36-50
62231;M;<=25
62234;M;>65
62239;M;<=25
62242;M;>65
62243;M;51-65
62251;M;36-50
62253;F;>65
62254;M;>65
62255;M;26-35
62257;M;<=25
62268;F;36-50
62270;M;36-50
62278;M;>65
62288;M;26-35
62289;F;36-50
62297;F;51-65
62299;M;51-65
62300;F;36-50
62302;F;51-65
62307;M;51-65
62309;M;36-50
62313;M;51-65
62317;F;<=25
62319;F;36-50
62327;M;26-35
62334;F;36-50
62337;M;26-35
62347;M;51-65
62348;M;51-65
62350;F;51-65
62352;M;36-50
62357;M;26-35
62359;M;51-65
62372;M;<=25
62385;M;36-50
62407;M;51-65
62416;F;51-65
62417;F;36-50
62419;F;26-35
62424;F;26-35
62427;M;36-50
62446;M;36-50
62456;M;36-50
62479;F;26-35
62482;M;51-65
62483;M;>65
62497;M;51-65
62504;M;26-35
62510;M;36-50
62512;F;51-65
62513;F;<=25
62520;M;51-65
62521;F;36-50
62524;F;51-65
62528;M;<=25
62534;M;26-35
62535;M;51-65
62545;M;36-50
62547;M;51-65
62556;F;36-50
62574;M;36-50
62578;M;<=25
62589;M;51-65
62595;M;36-50
62600;M;36-50
62602;F;51-65
62609;M;26-35
62619;M;26-35
62629;M;26-35
62635;F;51-65
62644;F;51-65
62645;M;36-50
62654;M;>65
62664;F;51-65
62668;M;<=25
62673;F;26-35
62677;M;51-65
62679;M;36-50
62683;F;<=25
62687;M;51-65
62690;F;51-65
62691;M;51-65
62693;M;<=25
62697;M;51-65
62698;M;26-35
62708;F;51-65
62712;M;<=25
62713;F;36-50
62714;M;51-65
62721;F;51-65
62738;M;51-65
62747;M;51-65
62750;F;51-65
62752;M;36-50
62754;F;<=25
62756;M;<=25
62760;F;<=25
62762;M;26-35
62772;M;<=25
62774;M;51-65
62777;M;36-50
62783;F;26-35
62784;M;<=25
62786;M;<=25
62793;M;51-65
62810;M;36-50
62816;M;36-50
62817;F;36-50
62822;F;36-50
62825;M;36-50
62828;M;36-50
62829;M;51-65
62832;M;<=25
62846;F;<=25
62848;F;<=25
62849;F;26-35
62850;M;51-65
62852;F;26-35
62859;F;51-65
62861;M;<=25
62862;F;51-65
62870;F;51-65
62874;M;36-50
62886;M;36-50
62887;F;36-50
62891;M;51-65
62896;F;26-35
62897;M;51-65
62903;M;51-65
62912;F;26-35
62913;M;51-65
62914;M;36-50
62918;F;51-65
62922;M;51-65
62927;M;26-35
62932;M;36-50
62941;M;>65
62944;M;51-65
62949;M;36-50
62951;M;51-65
62952;F;36-50
62966;F;<=25
62968;M;36-50
62993;F;<=25
62998;M;51-65
63001;F;26-35
63003;F;51-65
63007;M;51-65
63009;M;36-50
63019;M;36-50
63024;F;51-65
63029;F;26-35
63031;M;51-65
63046;M;36-50
63051;F;36-50
63059;M;51-65
63064;M;36-50
63073;M;51-65
63082;M;36-50
63084;F;26-35
63093;F;36-50
63096;M;26-35
63098;F;36-50
63105;F;36-50
63106;M;36-50
63112;M;36-50
63114;F;36-50
63117;M;36-50
63120;F;36-50
63134;F;36-50
63142;F;36-50
63144;F;<=25
63151;M;51-65
63158;M;36-50
63166;M;36-50
63168;M;<=25
63177;M;36-50
63180;F;36-50
63188;M;36-50
63190;F;36-50
63199;M;36-50
63206;M;51-65
63216;F;51-65
63217;F;<=25
63218;M;26-35
63219;M;51-65
63222;F;36-50
63235;M;51-65
63241;M;>65
63245;F;<=25
63255;M;26-35
63256;F;26-35
63257;F;36-50
63258;F;51-65
63260;F;36-50
63265;F;26-35
63267;M;36-50
63269;F;36-50
63270;M;51-65
63273;F;36-50
63275;M;51-65
63277;M;51-65
63294;M;36-50
63296;M;36-50
63299;M;36-50
63303;M;36-50
63304;M;51-65
63305;M;26-35
63315;F;51-65
63321;M;26-35
63322;F;36-50
63329;M;36-50
63331;F;36-50
63334;M;36-50
63337;F;36-50
63350;M;>65
63353;M;<=25
63364;M;36-50
63369;M;51-65
63373;M;51-65
63375;M;36-50
63379;F;36-50
63380;M;<=25
63382;M;26-35
63391;M;36-50
63392;F;36-50
63393;M;36-50
63400;M;36-50
63412;M;<=25
63413;M;51-65
63414;F;51-65
63415;F;36-50
63419;M;36-50
63424;F;36-50
63425;F;36-50
63430;M;26-35
63436;M;26-35
63439;M;51-65
63447;M;36-50
63451;M;51-65
63452;F;<=25
63456;M;26-35
63457;F;26-35
63460;M;51-65
63461;F;26-35
63462;F;51-65
63463;M;26-35
63464;M;26-35
63466;F;51-65
63470;M;<=25
63479;M;<=25
63482;F;51-65
63493;M;51-65
63496;F;36-50
63507;M;51-65
63516;M;>65
63522;M;26-35
63527;M;<=25
63531;M;51-65
63541;M;51-65
63548;M;<=25
63549;M;>65
63554;F;26-35
63556;F;26-35
63558;M;51-65
63560;F;36-50
63563;M;36-50
63569;F;<=25
63570;F;51-65
63580;M;<=25
63586;M;<=25
63587;M;51-65
63589;F;36-50
63590;F;<=25
63593;F;36-50
63594;M;51-65
63608;M;<=25
63610;F;36-50
63617;F;36-50
63618;M;36-50
63630;F;36-50
63633;F;<=25
63635;M;36-50
63647;F;36-50
63651;F;36-50
63652;F;26-35
63654;M;51-65
63656;F;>65
63662;F;36-50
63668;F;26-35
63669;M;26-35
63673;M;51-65
63675;M;51-65
63681;M;51-65
63686;M;>65
63687;F;51-65
63694;M;51-65
63699;M;<=25
63700;M;51-65
63706;F;>65
63707;F;51-65
63716;M;51-65
63735;M;36-50
63738;M;51-65
63745;F;36-50
63746;M;26-35
63747;M;51-65
63755;M;>65
63761;M;51-65
63766;F;36-50
63792;F;<=25
63794;M;26-35
63796;F;36-50
63797;M;51-65
63805;M;<=25
63820;M;36-50
63828;M;51-65
63832;F;26-35
63833;M;<=25
63839;F;<=25
63851;M;<=25
63855;F;26-35
63860;F;51-65
63862;F;36-50
63863;F;36-50
63867;F;51-65
63869;M;26-35
63878;F;51-65
63890;F;36-50
63900;F;36-50
63905;F;51-65
63908;F;51-65
63912;M;36-50
63915;F;36-50
63916;M;51-65
63925;M;>65
63931;M;36-50
63936;M;51-65
63940;F;51-65
63951;M;<=25
63972;M;>65
63973;F;<=25
64008;F;51-65
64014;M;51-65
64016;F;26-35
64018;M;51-65
64029;M;<=25
64034;F;51-65
64046;M;<=25
64049;F;51-65
64067;F;26-35
64068;F;51-65
64076;M;51-65
64084;M;36-50
64085;M;51-65
64086;M;36-50
64089;F;36-50
64091;M;26-35
64092;F;36-50
64095;M;<=25
64096;F;51-65
64097;F;36-50
64098;F;51-65
64100;F;36-50
64104;F;36-50
64106;F;36-50
64107;F;51-65
64111;M;26-35
64114;M;36-50
64115;M;51-65
64120;M;36-50
64131;M;26-35
64135;F;51-65
64139;M;36-50
64145;M;36-50
64151;M;>65
64153;M;<=25
64154;M;26-35
64157;F;51-65
64158;M;51-65
64161;M;51-65
64168;M;36-50
64186;M;51-65
64189;M;36-50
64191;M;<=25
64198;M;51-65
64204;F;51-65
64205;F;26-35
64209;M;36-50
64210;F;36-50
64212;M;36-50
64213;F;51-65
64214;M;51-65
64215;M;>65
64225;F;36-50
64238;F;<=25
64239;F;36-50
64242;M;36-50
64244;F;<=25
64245;F;26-35
64248;F;26-35
64253;F;51-65
64257;M;36-50
64260;M;26-35
64265;F;51-65
64266;F;26-35
64271;M;51-65
64274;F;36-50
64281;M;>65
64291;M;26-35
64292;M;26-35
64304;M;26-35
64309;M;36-50
64312;M;>65
64313;F;26-35
64321;M;36-50
64322;M;>65
64329;M;51-65
64343;M;36-50
64357;F;26-35
64358;M;26-35
64360;M;51-65
64363;M;26-35
64366;F;26-35
64367;M;36-50
64375;M;51-65
64378;F;<=25
64382;F;36-50
64386;M;<=25
64395;F;36-50
64396;F;<=25
64405;F;<=25
64408;F;51-65
64418;F;<=25
64419;F;26-35
64427;M;36-50
64430;M;36-50
64431;M;36-50
64435;F;51-65
64444;M;>65
64447;M;51-65
64448;M;51-65
64449;M;<=25
64457;M;<=25
64458;M;<=25
64459;M;<=25
64462;F;36-50
64463;M;26-35
64464;F;51-65
64478;M;>65
64480;M;>65
64489;M;36-50
64492;F;<=25
64495;F;51-65
64498;F;26-35
64501;F;26-35
64503;M;36-50
64504;F;36-50
64510;M;36-50
64511;M;26-35
64512;M;36-50
64514;M;36-50
64516;M;<=25
64517;M;36-50
64520;M;51-65
64532;F;51-65
64535;F;51-65
64538;M;36-50
64539;M;36-50
64548;M;36-50
64550;M;51-65
64557;F;36-50
64562;F;51-65
64583;F;51-65
64590;F;26-35
64597;M;36-50
64598;M;<=25
64603;F;26-35
64609;M;51-65
64617;M;51-65
64619;M;51-65
64627;F;36-50
64628;F;36-50
64629;F;26-35
64632;M;<=25
64634;M;26-35
64635;M;>65
64637;M;<=25
64642;M;26-35
64647;M;51-65
64653;M;51-65
64656;M;>65
64660;M;26-35
64665;M;26-35
64667;M;51-65
64681;F;>65
64683;M;>65
64684;M;51-65
64687;M;51-65
64690;M;51-65
64691;M;51-65
64694;F;26-35
64695;F;36-50
64702;M;36-50
64709;M;>65
64714;M;26-35
64721;F;51-65
64732;M;26-35
64737;F;26-35
64740;M;>65
64743;M;51-65
64758;F;36-50
64777;M;51-65
64782;M;26-35
64790;F;36-50
64791;M;>65
64793;M;51-65
64811;M;<=25
64815;M;36-50
64823;M;<=25
64826;F;36-50
64837;M;36-50
64840;M;26-35
64844;F;36-50
64847;M;36-50
64856;M;26-35
64859;F;36-50
64865;M;>65
64878;M;51-65
64880;M;>65
64886;M;51-65
64889;M;>65
64892;F;36-50
64896;M;51-65
64897;F;36-50
64906;M;51-65
64907;M;26-35
64931;M;<=25
64944;M;36-50
64949;M;26-35
64950;F;51-65
64952;F;51-65
64955;M;<=25
64959;F;36-50
64966;M;51-65
64975;M;26-35
64976;M;51-65
64981;M;26-35
64985;F;26-35
64987;M;26-35
65002;M;<=25
65010;F;36-50
65029;M;51-65
65030;F;<=25
65034;F;36-50
65036;F;36-50
65039;M;51-65
65043;F;26-35
65046;M;>65
65050;M;26-35
65052;F;36-50
65059;F;36-50
65065;M;51-65
65068;F;51-65
65074;M;36-50
65075;F;26-35
65080;M;>65
65082;F;36-50
65083;M;26-35
65087;M;51-65
65090;M;<=25
65091;M;51-65
65092;F;51-65
65097;M;>65
65098;F;36-50
65122;M;>65
65127;M;26-35
65133;M;51-65
65135;F;51-65
65139;M;<=25
65145;M;51-65
65149;M;<=25
65156;M;36-50
65183;M;36-50
65196;F;51-65
65202;M;36-50
65218;M;36-50
65221;M;26-35
65232;M;51-65
65237;F;36-50
65245;M;26-35
65254;M;36-50
65256;F;36-50
65259;M;36-50
65266;M;26-35
65274;M;<=25
65277;M;<=25
65278;M;51-65
65290;M;26-35
65293;M;<=25
65299;M;<=25
65300;M;51-65
65302;F;36-50
65315;F;<=25
65321;F;<=25
65323;M;36-50
65330;M;<=25
65332;M;51-65
65334;M;26-35
65342;M;51-65
65345;F;51-65
65349;M;26-35
65350;M;<=25
65360;M;26-35
65361;M;36-50
65362;F;26-35
65374;M;51-65
65391;F;51-65
65393;M;<=25
65395;M;51-65
65399;F;36-50
65410;M;>65
65412;M;51-65
65415;M;36-50
65422;M;26-35
65424;M;<=25
65431;M;36-50
65432;F;<=25
65439;F;36-50
65440;F;36-50
65447;M;51-65
65452;F;26-35
65454;M;26-35
65459;M;51-65
65465;F;36-50
65468;M;<=25
65472;M;51-65
65473;M;26-35
65475;M;51-65
65481;F;51-65
65491;F;51-65
65493;M;36-50
65499;F;<=25
65503;M;51-65
65506;F;36-50
65508;M;51-65
65509;M;>65
65511;M;36-50
65528;F;26-35
65532;F;36-50
65534;F;36-50
65537;F;36-50
65538;M;>65
65541;F;36-50
65543;M;51-65
65549;M;26-35
65552;M;51-65
65560;M;<=25
65562;M;36-50
65563;M;51-65
65564;M;26-35
65573;M;<=25
65574;F;51-65
65575;M;51-65
65582;M;<=25
65586;M;36-50
65587;M;51-65
65600;M;51-65
65616;M;<=25
65637;F;36-50
65640;M;36-50
65650;M;51-65
65651;F;<=25
65652;M;>65
65658;M;51-65
65662;M;36-50
65667;M;26-35
65668;M;51-65
65670;M;51-65
65673;F;<=25
65676;F;36-50
65677;M;26-35
65685;M;26-35
65686;F;26-35
65688;M;26-35
65690;F;36-50
65695;M;36-50
65697;F;26-35
65699;M;<=25
65700;M;51-65
65703;M;36-50
65714;M;51-65
65726;F;36-50
65727;M;36-50
65741;M;36-50
65751;F;51-65
65752;F;<=25
65754;F;51-65
65755;M;<=25
65765;M;36-50
65766;M;26-35
65771;F;<=25
65772;F;51-65
65774;F;51-65
65799;M;>65
65800;M;36-50
65805;F;26-35
65806;M;<=25
65807;F;51-65
65820;M;36-50
65827;F;36-50
65850;M;51-65
65856;F;26-35
65859;M;26-35
65879;F;26-35
65880;M;51-65
65884;M;26-35
65886;M;26-35
65887;M;51-65
65889;M;>65
65896;M;36-50
65900;M;36-50
65905;M;>65
65906;F;36-50
65938;M;51-65
65940;F;36-50
65950;M;36-50
65962;F;36-50
65977;M;51-65
65979;M;36-50
65995;M;51-65
65996;F;26-35
66001;M;26-35
66011;F;51-65
66015;M;<=25
66016;M;36-50
66017;M;51-65
66035;M;26-35
66042;M;<=25
66047;F;26-35
66051;F;26-35
66053;M;>65
66066;M;26-35
66068;F;<=25
66071;M;51-65
66072;F;26-35
66078;F;26-35
66084;M;26-35
66085;M;<=25
66086;M;<=25
66104;F;36-50
66105;F;26-35
66110;M;26-35
66114;M;51-65
66117;F;26-35
66119;F;51-65
66123;M;36-50
66126;F;36-50
66127;F;26-35
66134;F;<=25
66138;M;36-50
66141;F;26-35
66149;M;51-65
66156;M;26-35
66166;M;36-50
66171;F;36-50
66173;F;26-35
66176;M;36-50
66182;M;51-65
66184;M;36-50
66192;M;26-35
66194;F;36-50
66197;M;26-35
66208;M;51-65
66213;M;51-65
66216;M;26-35
66219;M;<=25
66222;M;51-65
66224;F;51-65
66229;F;51-65
66235;M;36-50
66239;M;36-50
66243;M;>65
66247;F;51-65
66248;F;51-65
66249;F;51-65
66251;F;36-50
66253;F;36-50
66258;M;36-50
66259;M;36-50
66263;M;36-50
66269;M;26-35
66275;M;36-50
66276;F;36-50
66279;F;36-50
66280;F;36-50
66282;M;51-65
66285;M;<=25
66299;F;26-35
66300;M;51-65
66304;F;26-35
66305;M;<=25
66308;F;51-65
66309;F;51-65
66312;M;51-65
66315;F;36-50
66316;F;36-50
66326;M;36-50
66327;F;26-35
66334;F;51-65
66341;M;36-50
66343;F;51-65
66349;M;>65
66359;M;51-65
66361;F;<=25
66365;M;36-50
66372;M;36-50
66374;F;26-35
66376;F;36-50
66377;F;26-35
66382;M;36-50
66387;M;<=25
66390;F;36-50
66393;M;51-65
66395;M;<=25
66396;M;36-50
66401;M;51-65
66403;F;36-50
66406;M;26-35
66409;F;36-50
66412;F;51-65
66417;F;51-65
66426;F;36-50
66427;M;36-50
66430;F;36-50
66432;M;<=25
66435;M;26-35
66437;M;36-50
66440;M;<=25
66442;F;51-65
66449;M;>65
66453;M;26-35
66460;M;51-65
66462;M;36-50
66466;M;>65
66467;F;<=25
66476;F;36-50
66480;F;51-65
66483;M;>65
66484;M;51-65
66489;M;<=25
66490;M;36-50
66491;F;36-50
66492;F;<=25
66501;M;51-65
66508;M;26-35
66512;M;<=25
66516;F;<=25
66517;F;51-65
66518;M;51-65
66519;F;36-50
66530;M;36-50
66541;M;26-35
66544;M;<=25
66546;M;51-65
66550;F;26-35
66551;M;>65
66555;F;36-50
66557;F;26-35
66558;M;<=25
66566;M;36-50
66567;F;26-35
66579;M;36-50
66582;F;26-35
66585;M;<=25
66586;F;26-35
66587;M;26-35
66588;F;26-35
66596;M;36-50
66597;F;51-65
66604;M;<=25
66624;F;36-50
66637;M;51-65
66655;M;51-65
66656;F;36-50
66658;M;51-65
66664;F;51-65
66665;F;36-50
66667;F;26-35
66668;M;36-50
66670;M;36-50
66673;M;36-50
66678;F;26-35
66690;M;51-65
66702;F;26-35
66706;F;36-50
66709;F;26-35
66714;M;36-50
66732;M;<=25
66733;M;<=25
66736;F;26-35
66742;F;51-65
66743;M;51-65
66756;M;<=25
66768;F;26-35
66773;M;26-35
66776;M;36-50
66777;F;51-65
66778;M;26-35
66786;M;36-50
66789;M;<=25
66799;M;51-65
66812;M;26-35
66818;F;51-65
66822;M;36-50
66827;M;36-50
66829;F;51-65
66843;M;<=25
66848;M;36-50
66849;M;36-50
66850;F;51-65
66866;F;26-35
66869;M;26-35
66871;M;51-65
66899;M;26-35
66900;M;>65
66901;F;36-50
66917;M;36-50
66918;M;51-65
66919;F;51-65
66936;M;36-50
66945;F;26-35
66949;M;51-65
66973;M;51-65
66996;F;51-65
67045;M;36-50
67058;F;36-50
67061;F;51-65
67062;M;36-50
67069;M;51-65
67075;F;>65
67106;M;36-50
67110;M;<=25
67168;M;>65
67169;M;<=25
67244;M;26-35
67253;M;36-50
67306;M;26-35
67370;M;36-50
67395;M;>65
67421;F;26-35
67462;M;<=25
67464;M;51-65
67465;F;26-35
67491;M;<=25
67506;M;51-65
67512;M;36-50
67568;M;36-50
67581;F;26-35
67596;M;>65
67598;M;36-50
67599;F;<=25
67600;M;36-50
67602;F;26-35
67603;M;51-65
67608;M;<=25
67611;M;26-35
67612;M;36-50
67623;M;51-65
67628;M;36-50
67631;M;36-50
67636;F;<=25
67638;F;<=25
67652;M;36-50
67666;M;36-50
67669;F;51-65
67671;M;51-65
67672;M;51-65
67678;M;36-50
67684;M;36-50
67690;M;51-65
67694;M;36-50
67695;F;36-50
67699;M;26-35
67700;M;26-35
67702;F;36-50
67712;M;36-50
67717;M;26-35
67719;M;36-50
67720;M;51-65
67725;M;36-50
67726;F;36-50
67729;M;51-65
67731;F;36-50
67739;M;>65
67744;F;26-35
67745;M;36-50
67754;M;51-65
67757;M;>65
67759;M;36-50
67763;M;<=25
67767;F;36-50
67768;M;36-50
67769;M;36-50
67771;F;26-35
67784;M;<=25
67803;F;26-35
67805;F;36-50
67806;M;<=25
67807;F;26-35
67815;M;36-50
67818;M;<=25
67827;F;36-50
67832;M;36-50
67836;F;<=25
67840;F;51-65
67847;M;51-65
67860;M;<=25
67866;M;26-35
67875;M;>65
67885;M;26-35
67887;M;36-50
67891;F;<=25
67895;F;36-50
67900;M;36-50
67901;M;<=25
67904;M;51-65
67906;M;<=25
67909;M;51-65
67912;M;51-65
67913;F;36-50
67921;M;26-35
67925;M;51-65
67929;M;51-65
67930;M;51-65
67932;M;<=25
67936;F;51-65
67950;M;51-65
67962;M;51-65
67971;F;51-65
67973;M;51-65
67974;M;36-50
67976;F;36-50
67978;M;26-35
67982;F;26-35
67986;F;36-50
67989;M;26-35
67995;M;<=25
68002;M;>65
68003;M;>65
68005;F;36-50
68012;F;36-50
68015;M;36-50
68018;F;36-50
68026;M;26-35
68032;F;<=25
68036;M;36-50
68038;M;51-65
68046;M;36-50
68049;M;36-50
68060;M;36-50
68084;F;36-50
68088;F;51-65
68090;M;<=25
68091;M;36-50
68097;M;36-50
68098;M;36-50
68108;M;51-65
68109;M;<=25
68113;F;26-35
68119;M;36-50
68124;M;51-65
68133;M;36-50
68134;F;36-50
68141;F;51-65
68143;M;36-50
68147;F;36-50
68154;M;51-65
68160;M;36-50
68162;M;36-50
68196;M;51-65
68198;M;26-35
68201;F;51-65
68204;F;51-65
68214;F;26-35
68218;F;36-50
68224;M;51-65
68267;M;51-65
68273;M;51-65
68276;F;51-65
68278;M;<=25
68279;M;51-65
68295;M;36-50
68296;M;26-35
68298;F;51-65
68300;F;<=25
68302;M;>65
68307;M;51-65
68319;M;26-35
68333;F;36-50
68341;F;<=25
68343;F;26-35
68344;M;26-35
68347;F;36-50
68353;F;36-50
68357;F;51-65
68365;F;51-65
68366;M;<=25
68371;F;<=25
68388;M;26-35
68400;F;36-50
68401;F;51-65
68413;M;26-35
68415;F;36-50
68417;F;36-50
68427;M;36-50
68465;M;>65
68479;F;51-65
68484;F;51-65
68487;F;36-50
68488;M;36-50
68493;M;36-50
68494;M;36-50
68498;M;26-35
68501;F;26-35
68504;F;36-50
68506;F;51-65
68509;M;36-50
68513;M;51-65
68515;F;36-50
68516;M;26-35
68520;M;26-35
68521;F;36-50
68523;F;26-35
68528;M;36-50
68530;M;36-50
68537;F;36-50
68540;F;36-50
68542;M;36-50
68543;M;51-65
68550;M;51-65
68552;M;51-65
68555;M;36-50
68559;M;26-35
68567;F;26-35
68568;F;26-35
68569;M;26-35
68571;M;51-65
68573;F;26-35
68574;M;51-65
68577;F;36-50
68578;M;<=25
68583;M;26-35
68587;M;26-35
68591;F;51-65
68592;M;36-50
68595;F;<=25
68596;M;36-50
68598;M;36-50
68599;M;<=25
68600;F;51-65
68603;M;26-35
68606;F;36-50
68608;F;51-65
68610;M;51-65
68618;F;<=25
68621;M;26-35
68624;M;51-65
68626;M;51-65
68628;F;26-35
68631;F;51-65
68632;M;<=25
68633;M;26-35
68636;F;51-65
68637;M;51-65
68641;F;26-35
68644;M;36-50
68646;F;26-35
68647;M;<=25
68656;F;<=25
68660;M;<=25
68667;F;36-50
68668;F;51-65
68673;F;51-65
68675;F;<=25
68680;M;26-35
68681;F;51-65
68682;F;36-50
68685;M;51-65
68689;F;36-50
68692;M;51-65
68696;M;<=25
68697;M;36-50
68701;M;51-65
68702;F;51-65
68704;F;36-50
68707;F;<=25
68709;M;>65
68716;F;36-50
68717;F;26-35
68720;M;51-65
68729;M;51-65
68734;F;36-50
68735;M;<=25
68736;M;51-65
68741;M;36-50
68750;M;<=25
68753;F;36-50
68758;F;36-50
68759;F;51-65
68762;M;26-35
68763;F;<=25
68765;M;36-50
68766;M;<=25
68771;F;51-65
68772;F;26-35
68773;F;26-35
68775;F;36-50
68777;M;<=25
68782;M;36-50
68783;M;36-50
68784;F;26-35
68785;M;26-35
68788;F;26-35
68794;F;<=25
68795;F;36-50
68796;M;51-65
68798;F;36-50
68799;M;<=25
68800;M;51-65
68801;F;36-50
68804;F;26-35
68805;M;>65
68807;M;51-65
68810;M;26-35
68812;M;36-50
68813;F;26-35
68816;M;26-35
68818;F;51-65
68819;M;<=25
68824;M;>65
68827;F;26-35
68832;F;<=25
68834;M;36-50
68841;M;36-50
68843;F;36-50
68850;F;36-50
68851;M;>65
68855;M;51-65
68856;F;51-65
68857;F;36-50
68860;M;36-50
68861;M;>65
68867;M;36-50
68871;M;<=25
68873;M;<=25
68874;M;36-50
68878;M;26-35
68879;F;26-35
68883;M;<=25
68884;M;<=25
68885;M;<=25
68892;M;<=25
68897;F;<=25
68899;F;51-65
68907;F;51-65
68909;F;36-50
68911;M;<=25
68918;M;<=25
68923;M;51-65
68927;M;26-35
68929;M;51-65
68931;M;51-65
68942;F;36-50
68962;M;36-50
68967;F;36-50
68969;M;51-65
68972;M;26-35
68975;M;<=25
68977;M;26-35
68982;M;51-65
68987;M;51-65
68991;F;26-35
68995;M;36-50
69002;F;51-65
69006;M;<=25
69014;M;36-50
69025;M;>65
69026;M;>65
69027;F;26-35
69029;F;26-35
69030;M;<=25
69031;F;<=25
69032;F;26-35
